,tweet,target
6736, myweakness A pretty girl with a bag of gummy bears and sunscreen in the other    ,0
6737, woots gnite my love     ty for checkin i love u,0
6738,"I am sure there are plenty of disenchanted people in conventional religions, but I'll take this.      https://t.co/kJ3RDDEhRA",1
6739, prep loss TornadoAlert   Helping the community ,0
6740,    thanks for all the birthday wishes   ,0
6741,"If I could learn how not to be triggered by things I read or things I hear, that would be fucking phenomenal. I hate internalizing everything.  ",1
6742, amp  sorry for not teplying to any of u guys yesterday  I ll reply later ,0
6743, lt     signin out   have a nice day night all ,0
6744, liesboystell I just met my friends  sweet smile     yeah rite ,0
6745,"""The lonely may be the majority."" New UCSD research shows the amount  in society is gloomier than previously known. ""Three-quarters of Americans experience moderate to high-levels; men &amp; women are equally affected.""    ",1
6746, flylady OK  siesta   min   NEWO   and    min paperwork ,0
6747,Let’s Talk ...  https://t.co/AipLRwyQgi   ,1
6748, ur ass Is pippin,0
6749,2019:  • War ich 2x unglücklich verliebt  • Hatte ich 1 ausgewachsene  und ein paar Kleinere • Habe ich K1 eingeschult  • Kam ich der  Diagnose von K1 näher  • Habe ich tolle Twitterer kennengelernt  • Mich tüchtig ausgetobt,1
6750,  turnoffwords   I know  Ready  Why  Oh  You ,0
6751,Online  Therapy via Skype for the treatment of Depression. Email me to schedule a therapy session via Skype. See:  https://t.co/aAWltQSU7S    ,1
6752,"If you're feeling confused, lost, anxious, , or need a tune-up or a tune in, or if you would like some clarity and , or have communication issues, call me on 1-888-400-5566 or register here to set up your private one on one session now.  https://t.co/np0C4gcQGq  https://t.co/BQlBkcjppO",1
6753, lt     is moving to Norway   Oslo on Saturday ,0
6754, amp  amp  if you sippin  on Patron with the frames on ya face   get ya hands up and let me get an aye  AYEEEEEE  ,0
6755,"     en Canton, Georgia  https://t.co/WQ67CNX5zq",1
6756,My new therapy for depression is working well. It’s called DTAS—Don’t Take Any Shit.   ,1
6757,Discover Quran Verses about  @  https://t.co/S9smn4zKVe [33:25]    https://t.co/TG1WZ7edaS,1
6758, lt   sunday mornings  Just made good coffee breakfast bread  Gonna do a little yoga in a bit  Morning ,0
6759,"""In short, you can step off the merry-go-round and walk a straighter path to where you want to go.""  https://t.co/HtMM9KTuUD    https://t.co/urnXKoUqGX",1
6760, followfriday BrainGuyJerry thanks so much for the mention    ,0
6761,already promises a new year's eve sad and useless ... another holiday that step forward to a PC or listening to music and nothing else ... that sadness. my life sucks....   ,1
6762,   Faltam   dias para o World Drawing day,0
6763,هرکی به من میرسه در اوج مشکلات روحی روانیش با من آشنا میشه😂😂 فک کنم واسه افسرده ها جذابم ,1
6764,  Women's Monochrome Quartz Watches  https://t.co/ejX6ytuQuT,1
6765,@DemSocNow @OccupyWallStNYC It's the ugly face of whatever it is we keep doing with great effort and expense ,1
6766, haveyouever wondered why people say the stupid shit ever on twitter   ,0
6767,Suicidal Ideation: how to hear what isn't being said          https://t.co/6quFGONUy7  https://t.co/LdzOGPdL46,1
6768, FF LifeQuips  too funny ,0
6769, ASOT    SAVE SIMON FOR LAST    cause his stuff bumps the hardest  ,0
6770, goodsex  is always preceding  amp  followed by good head ,0
6771,Your killing me. Inside and out💔😔     ,1
6772, jaljeera  The best a thirsty throat can get ,0
6773,"I could really do without super sleepy days where I sleep 13 hours and am still groggy, tired and lethargic all day. However, they are getting rarer and they beat hands down really sad days or really anxious days where I can't bear life at all.  ",1
6774,I just got called fat  ,1
6775, myweakness HadiyaSelam ,0
6776, follow me    ,0
6777, Just back from dancing  Ahh ballet was SO hard  my legs ache  And we were so high in jazz and contemporary    hours of hilariousness  ,0
6778, quot You are beautiful no matter what they say quot  ,0
6779, quot I m a stitch away from making it   and a scar away from falling apart     quot  petewentz i fell asleep with my headphones in again ,0
6780, melo lovely lovely lovely night spent w  Tim  super yay  ,0
6781,"Anger doesn't solve anything. It builds nothing, but it can destroy everything.        https://t.co/B0VXTGTAQs",1
6782,Il biondo è già in partita...       https://t.co/E8vNgvOgRc,1
6783,The 3 Types of : Which One are You?  https://t.co/FoHY86YVgX  ,1
6784, quot Expense claims rules in full    All claims made by MPs are within the rules   All rules are made by MPs   Er     That s it quot  Private Eye ,0
6785,Whatever is begun in anger ends in shame....      https://t.co/rjv5ARsGK8  https://t.co/kTKQ94O5JE,1
6786, flylady off to sort  amp  start  me complaining won t get it done  time to adjust my attitude ,0
6787, twithelp from ImDennisTheSex    I m Looking for the right song  ,0
6788, quot Stuff quot   What would we do without  quot stuff quot    ,0
6789,"Up, Up and Away: Lifting Depression By Tweaking Your   https://t.co/pcUKPAT888  https://t.co/WHOiwaHX6v",1
6790,Top 10  about  | Fay Bound Alberti  https://t.co/7SvkriZY90,1
6791,  I loved Brokeback Mountain and I haven t seen Crash  but I still feel like people are   ,0
6792,If I pick  does Stefan live happily ever after?    ,1
6793,@StevenBeschloss  for now....he will get his ,1
6794,What a lyric!         https://t.co/tADAFzloZc,1
6795, lt  my mum swearing at the tom tom ,0
6796,Spread the  &amp;  to every  around you this season!  ! 😊  https://t.co/Y4qvkMOvNL,1
6797,Driving phobia treatment via Skype. Online  Therapy via Skype for the treatment of Driving . Most people see results after 3-4 sessions with me.  See:  https://t.co/HSu2BQ1qEA,1
6798, whoremembers who loves orange soda  kel lovs orange soda  i do i do i doooo lol ,0
6799,     Looking forward to    https://t.co/sDGUoSsx6b,1
6800, quot    impact on the lives of those that you ve come across   I thank the Lord every day   He has put u in my my life  I can t wait til u   quot ,0
6801, Goodsex Multiple orgasms     ,0
6802,I have always known a heart full of beat will only lead to a miserable fate     ,1
6803, quot One year later  Light years ahead  quot    Wonder what s in store for the masses ,0
6804,おはようございます✨DELIGHT横浜２日目🎵日本の公演が最終です ね(ﾉ≧▽≦)ﾉ 行かれる皆さま、楽しんできてねー 本日はパートタイムjobの日、忙しいのは分かってる日です(;A´▽｀A ジュンギ君powerで頑張ります ﾌｧｲﾃｨﾝ😆👍❤️     https://t.co/ehryh9Etro,1
6805, @mayu_kaze34  https://t.co/lpLQKSMygU ・・・ 羽田空港お迎え (2018.12.12) ジュンギ君明日がんばってね((o(^∇^)o))💓🎵 ✨✨        https://t.co/548JkijF2I,1
6806,181218 OSAKA To YOKOHAMA (DEPARTURE)  @ sakamichi76: (DEPARTURE) “   @ actor_jg 2018年12月18日  伊丹空港で会えました😊 大阪最高でした〜✨✨ また、横浜でも楽しみにしてます💕”  https://t.co/tByRHDraRX    https://t.co/WEuPAmwzr7,1
6807,"@tayari This Latina wrote &amp; self published my first novel  “Milo &amp; Elisa”  Inspired by my own struggle with my mental health  Important fiction YA novel about mental health, loving yourself &amp; the idea of guardian angels      https://t.co/pgwfgjRxsb",1
6808, fishing today  GO AWAY RAIN   ,0
6809,@RepCummings Keep not doing your real job. Your district never assumed anyone represented them anyway.   cause ,1
6810,CHEERさんのオレンジ色の新作を着る未瑠ちゃん✨とても似合ってかっこよくて可愛かったです✨三つ編みもとてもチャーミングでした✨       https://t.co/YnVUEQDM16,1
6811,I finally made it to the point where there are new hosts for  and I am  😭😭😭,1
6812,I don't know if I should tweet about this... but I feel like writing down what's going on in my head might help me.     1/12,1
6813,"You wouldn't know it but this is the face of someone who jst won  £200 cash. I mean he looks fairly pleased, but you wouldn't say ""ecstatic"" or ""delighted"". Come on.  I Want to see tears   …  https://t.co/2ZySh34SZj",1
6814,@MissEllieMae It became subject to 3rd party ownership. ,1
6815,"Alone, She Sits  https://t.co/IqvBGMrJ8X     ",1
6816,Carolina Crossfire Cheer Team...and Coach of the Year Angie Koenig!     https://t.co/6PfF7OZgYS,1
6817,Do you feel suffocated by life? Learn how to break free:  https://t.co/5phCsdiNIH  ,1
6818, Disneyland was great      Got to go and pick up the kitties in a minute      ,0
6819, sitting at home,0
6820,Antidepressants: Risks and Benefits      https://t.co/gDZK4YI9OE,1
6821, I love you  daddy ,0
6822, FollowFriday JordanLeanne KrisCamp Because they are two blonde bombshells show happen to be as equally nice  BTW  hey J and K  ,0
6823,It’s CHRISTMAS EVE🎄 Who’s excited⁉️❤️💙      https://t.co/9vzRZvxUh7,1
6824, britneyspears brill remix to baby one more time at the O  in london     ,0
6825,This is ; A True Story  -   https://t.co/01HClALnzx,1
6826,"Push , conflict , trust me, that the most fucked-up feeling on earth   ึมเศร้า",1
6827, and  and  What   https://t.co/QbshPzIze0,1
6828,10 years seems like a long time but it’s actually flown by and it’s giving me proper anxiety that my life will fly by and I’ll die soon. Another thing to add to my daily worry list🙄   https://t.co/vPwH1YhvNE,1
6829, FirstRecord Crazy by Icehouse    still love the song and the naband to this day ,0
6830," should be my default mood. All the temporary hope and happiness only gets in the way, like a false sense of ""Ya know...maybe you can...""",1
6831,"In 's hometown of  , fear,  and reluctance grips  ..   https://t.co/UCwTR0S5UM",1
6832, quot mom quot where are you  that Miley write with you     I write to Miley but Miley never answered    what am I to do that Miley write with me  ,0
6833, fantasy starting book   of The Iron Elves  a Darkness Forged In Fire by Chris Evans ,0
6834, quot I can givee you anything but lovee quot    Daniel Schuhmacher ,0
6835,   Birthday Wish  For Pat Lam to tell me Happy Birthday  Happy Birthday to Freak ,0
6836,ปีใหม่...เจอกันที่เชียงใหม่จร้า  New Year 2019 @ Suvarnabhumi Airport  https://t.co/PRLf6m9Hcl,1
6837,What if I am a burden. ,1
6838,I AM Managing   Bag for helping Anger/Rage/Frustration issues on Etsy  https://t.co/i6tQKdrzPl  https://t.co/9fzjhZtcS0,1
6839, goodsex would be really good if she surprised me in the morning with some fallatio while i got the morning wood ,0
6840,"Hopelessness and  want to take you down. Don't let them! Let this change your life! CRITICAL SHORT READ: "" and Discouragement are a Curse! Give Them No Place in Your Life!""     https://t.co/633m8EOWPt  https://t.co/Fhg38B0JE5",1
6841, myweakness Brandon Flowers  Angelina Jolie  ,0
6842,What's everyone else experience with bupropion  ,1
6843, Causing       https://t.co/hYjNA4nr5v,1
6844, So yea  i was running across the street while the light went green   amp  my teacher told me she almost kilt me ,0
6845, i needd coke reallyy bad  p video ideass    ,0
6846,  Women's Silver Chicken Pendant Necklace  https://t.co/tiQ62lfGD0,1
